"Feature"	"Statistics"	"TCGA.BP.4756"	"TCGA.B8.4620"	"TCGA.B8.4619"	"TCGA.B8.4154"	"TCGA.B8.4151"	"TCGA.B8.4143"	"TCGA.AK.3465"	"TCGA.AK.3447"	"TCGA.AK.3443"	"TCGA.A3.3374"	"TCGA.B2.3923"	"TCGA.B0.4699"	"TCGA.B0.4696"	"TCGA.B0.4688"	"TCGA.AK.3433"	"TCGA.AS.3777"	"TCGA.AK.3440"	"TCGA.BP.4994"	"TCGA.BP.4334"	"TCGA.DV.5576"	"TCGA.DV.5575"	"TCGA.DV.5574"	"TCGA.DV.5573"	"TCGA.DV.5569"	"TCGA.DV.5568"	"TCGA.DV.5567"	"TCGA.DV.5566"	"TCGA.DV.5565"	"TCGA.B8.5553"	"TCGA.B8.5551"	"TCGA.B8.5550"	"TCGA.B8.5549"	"TCGA.B8.5546"	"TCGA.B8.5545"	"TCGA.BP.4807"	"TCGA.BP.4804"	"TCGA.BP.4803"	"TCGA.BP.4799"	"TCGA.BP.4798"	"TCGA.BP.4797"	"TCGA.BP.4790"	"TCGA.BP.4789"	"TCGA.BP.4787"	"TCGA.BP.4784"	"TCGA.B0.4834"	"TCGA.BP.5168"	"TCGA.BP.5010"	"TCGA.BP.4993"	"TCGA.BP.4801"	"TCGA.BP.4760"	"TCGA.B0.5117"	"TCGA.B0.5083"	"TCGA.B0.4945"	"TCGA.BP.5009"	"TCGA.BP.5008"	"TCGA.BP.5007"	"TCGA.BP.5006"	"TCGA.BP.5004"	"TCGA.BP.5001"	"TCGA.BP.5000"	"TCGA.BP.4999"	"TCGA.BP.4998"	"TCGA.BP.4995"	"TCGA.BP.4992"	"TCGA.BP.4991"	"TCGA.BP.4989"	"TCGA.BP.4988"	"TCGA.BP.4987"	"TCGA.BP.4986"	"TCGA.BP.4985"	"TCGA.BP.4983"	"TCGA.BP.4982"	"TCGA.BP.4981"	"TCGA.BP.4977"	"TCGA.BP.4976"	"TCGA.BP.4975"	"TCGA.BP.4974"	"TCGA.BP.4973"	"TCGA.BP.4972"	"TCGA.BP.4971"	"TCGA.BP.4970"	"TCGA.BP.4969"	"TCGA.BP.4968"	"TCGA.BP.4967"	"TCGA.BP.4965"	"TCGA.BP.4964"	"TCGA.BP.4963"	"TCGA.BP.4962"	"TCGA.BP.4961"	"TCGA.BP.4960"	"TCGA.BP.4959"	"TCGA.B2.3924"	"TCGA.B2.4098"	"TCGA.B2.4099"	"TCGA.B2.4102"	"TCGA.BP.4161"	"TCGA.BP.4162"	"TCGA.BP.4163"	"TCGA.BP.4164"	"TCGA.BP.4167"	"TCGA.A3.3365"	"TCGA.AK.3427"	"TCGA.BP.5169"	"TCGA.BP.5170"	"TCGA.BP.5173"	"TCGA.BP.5174"	"TCGA.BP.5175"	"TCGA.BP.5177"	"TCGA.BP.5178"	"TCGA.BP.5180"	"TCGA.BP.5181"	"TCGA.BP.5182"	"TCGA.BP.5183"	"TCGA.BP.5184"	"TCGA.BP.5186"	"TCGA.BP.5187"	"TCGA.BP.5189"	"TCGA.BP.5190"	"TCGA.BP.5191"	"TCGA.BP.5192"	"TCGA.BP.5194"	"TCGA.BP.5195"	"TCGA.BP.5196"	"TCGA.BP.5198"	"TCGA.BP.5199"	"TCGA.BP.5200"	"TCGA.BP.5202"	"TCGA.B0.4833"	"TCGA.B0.4836"	"TCGA.B0.4837"	"TCGA.B0.4838"	"TCGA.B0.4839"	"TCGA.BP.4781"	"TCGA.B0.4823"	"TCGA.B0.4827"	"TCGA.B0.4842"	"TCGA.B0.5092"	"TCGA.B0.5094"	"TCGA.B0.5095"	"TCGA.B0.5096"	"TCGA.B0.5098"	"TCGA.B0.5099"	"TCGA.B0.5100"	"TCGA.B0.5102"	"TCGA.B0.5104"	"TCGA.B0.5106"	"TCGA.B0.5107"	"TCGA.B0.5108"	"TCGA.B0.5109"	"TCGA.B0.5110"	"TCGA.B0.5113"	"TCGA.B0.5115"	"TCGA.B0.5116"	"TCGA.B0.5119"	"TCGA.B0.5120"	"TCGA.B0.5121"	"TCGA.BP.4782"	"TCGA.BP.4795"	"TCGA.BP.4158"	"TCGA.BP.4159"	"TCGA.BP.4160"	"TCGA.BP.4165"	"TCGA.BP.4166"	"TCGA.BP.4169"	"TCGA.BP.4170"	"TCGA.BP.4173"	"TCGA.BP.4174"	"TCGA.BP.4176"	"TCGA.BP.4325"	"TCGA.BP.4326"	"TCGA.BP.4327"	"TCGA.BP.4329"	"TCGA.BP.4330"	"TCGA.BP.4331"	"TCGA.BP.4332"	"TCGA.BP.4335"	"TCGA.BP.4337"	"TCGA.BP.4338"	"TCGA.BP.4340"	"TCGA.BP.4341"	"TCGA.BP.4342"	"TCGA.BP.4343"	"TCGA.BP.4344"	"TCGA.BP.4345"	"TCGA.BP.4346"	"TCGA.BP.4349"	"TCGA.BP.4351"	"TCGA.BP.4352"	"TCGA.BP.4353"	"TCGA.BP.4354"	"TCGA.BP.4355"	"TCGA.BP.4758"	"TCGA.BP.4759"	"TCGA.BP.4761"	"TCGA.BP.4762"	"TCGA.BP.4763"	"TCGA.BP.4765"	"TCGA.BP.4766"	"TCGA.BP.4768"	"TCGA.BP.4769"	"TCGA.BP.4771"	"TCGA.BP.4774"	"TCGA.BP.4775"	"TCGA.BP.4776"	"TCGA.BP.4777"	"TCGA.B0.5075"	"TCGA.B0.5077"	"TCGA.B0.5081"	"TCGA.B0.5084"	"TCGA.B0.5085"	"TCGA.B0.5088"	"TCGA.B0.5698"	"TCGA.B0.5710"	"TCGA.B0.5711"	"TCGA.B0.5712"	"TCGA.B0.5713"	"TCGA.B0.5812"	"TCGA.CZ.5982"	"TCGA.CZ.5984"	"TCGA.CZ.5985"	"TCGA.CZ.5986"	"TCGA.CZ.5987"	"TCGA.CZ.5988"	"TCGA.CZ.5989"	"TCGA.EU.5904"	"TCGA.EU.5905"	"TCGA.EU.5906"	"TCGA.EU.5907"	"TCGA.B0.4698"	"TCGA.B0.4706"	"TCGA.B0.4710"	"TCGA.B0.4712"	"TCGA.B0.4810"	"TCGA.B0.4811"	"TCGA.B0.4815"	"TCGA.B0.4816"	"TCGA.B0.4818"	"TCGA.B0.4821"	"TCGA.B0.4852"	"TCGA.B0.5080"	"TCGA.B0.5399"	"TCGA.B0.5400"	"TCGA.B0.5402"	"TCGA.B8.4621"	"TCGA.CZ.5451"	"TCGA.CZ.5453"	"TCGA.CZ.5454"	"TCGA.CZ.5455"	"TCGA.CZ.5456"	"TCGA.CZ.5457"	"TCGA.CZ.5458"	"TCGA.CZ.5459"	"TCGA.CZ.5460"	"TCGA.CZ.5461"	"TCGA.CZ.5462"	"TCGA.CZ.5463"	"TCGA.CZ.5464"	"TCGA.CZ.5465"	"TCGA.CZ.5466"	"TCGA.CZ.5467"	"TCGA.CZ.5468"	"TCGA.CZ.5469"	"TCGA.CZ.5470"	"TCGA.B0.4690"	"TCGA.B0.4691"	"TCGA.B0.4693"	"TCGA.B0.4694"	"TCGA.B0.4697"	"TCGA.B0.4701"	"TCGA.B0.4703"	"TCGA.B0.4707"	"TCGA.B0.4713"	"TCGA.B0.4714"	"TCGA.B0.4718"	"TCGA.B0.4813"	"TCGA.B0.4814"	"TCGA.B0.4817"	"TCGA.B0.4819"	"TCGA.B0.4822"	"TCGA.B0.4824"	"TCGA.B0.4828"	"TCGA.B0.4841"	"TCGA.B0.4843"	"TCGA.B0.4844"	"TCGA.B0.4845"	"TCGA.B0.4846"	"TCGA.B0.4847"	"TCGA.B0.4848"	"TCGA.B0.4849"	"TCGA.B2.4101"	"TCGA.B8.4622"	"TCGA.B0.4700"	"TCGA.B0.5690"	"TCGA.B0.5691"	"TCGA.B0.5692"	"TCGA.B0.5693"	"TCGA.B0.5694"	"TCGA.B0.5695"	"TCGA.B0.5696"	"TCGA.B0.5697"	"TCGA.B0.5699"	"TCGA.B0.5700"	"TCGA.B0.5702"	"TCGA.B0.5703"	"TCGA.B0.5705"	"TCGA.B0.5706"	"TCGA.B0.5707"	"TCGA.B0.5709"	"TCGA.B2.5633"	"TCGA.B2.5635"	"TCGA.B2.5636"	"TCGA.B2.5639"	"TCGA.B2.5641"	"TCGA.A3.3343"	"TCGA.A3.3357"	"TCGA.A3.3367"	"TCGA.A3.3370"	"TCGA.A3.3373"	"TCGA.A3.3376"	"TCGA.A3.3385"	"TCGA.A3.3347"	"TCGA.A3.3349"	"TCGA.A3.3351"	"TCGA.A3.3362"	"TCGA.A3.3358"	"TCGA.A3.3387"
"cellularity"	"Average"	-3.16637671129334	-3.12631147053816	-3.06349473691892	-2.85537405642077	-2.70725083198263	-3.12217677911169	-3.06440513249426	-3.2959425844788	-2.84408352091652	-3.15795409181988	-3.15241345306882	-3.0394742230019	-3.08707591543806	-3.0528015566581	-3.02906755608858	-3.15238968332481	-2.99618339454112	-2.99147484409279	-3.29079523575475	-2.88662053250795	-2.77215753465099	-2.96959432233544	-2.96704422105707	-2.95200733029651	-3.03235668676665	-3.17621084572353	-2.86686310744603	-2.92490116453712	-3.05781382795155	-2.95630940400813	-3.12098051027683	-3.09852501113336	-2.99615786050079	-3.00294243116773	-2.9604717387979	-3.18941546465617	-3.00452353393151	-3.02301946657919	-3.0454138281607	-2.9168825263778	-2.98212191530157	-3.09013370745272	-3.00441256163264	-3.0862780260587	-3.0711304079123	-3.04776928589797	-3.0383580277534	-3.05380302086257	-3.13155345657133	-2.95452449972067	-2.98233242086373	-3.02527051030541	-3.10243214496093	-3.0101277270163	-2.95559852495302	-2.87926940034861	-2.8748713045942	-2.91673585910471	-2.98545097274943	-3.01833782466865	-3.10407687668954	-3.07046286440151	-2.88239529048391	-3.10499768200124	-3.04801523783512	-2.92004512405224	-2.88721900818009	-3.01991495874427	-2.89119948085586	-2.97952148429785	-2.95121479687423	-2.89553358035987	-3.07061548480995	-3.15023826794439	-2.88794866645537	-2.86549716927604	-3.01274690188377	-2.92080424786058	-3.16900635177992	-2.923626635436	-2.92115001918115	-3.00479803833018	-3.12904878151821	-3.04084703337661	-2.88832673441447	-3.18924306793784	-3.03476864974801	-3.11624986796416	-3.01037992935057	-3.04631144851988	-2.98542009280335	-2.93301963785802	-3.02128305186826	-3.24189376333762	-2.92092207479678	-3.22051629898714	-3.09151908917512	-3.00651589776157	-3.18859192929183	-3.13397696853053	-2.88970844018924	-2.83885454279972	-2.97894108702953	-3.03120010048902	-2.99389865879233	-3.01053313804041	-2.92785974804365	-3.12323788962471	-2.9743027017258	-2.9852597393135	-2.90260334964933	-3.06217402721526	-3.04917126136069	-2.90372044599499	-2.97122282634097	-3.19399489593504	-2.94920265362708	-3.03670288650168	-3.30771883549424	-2.85597992769007	-3.0751086102492	-2.90020628544884	-3.03080782341495	-2.9412216284669	-2.97320398488653	-3.1706184250999	-3.26127880764296	-3.0490191429855	-3.14551293506474	-2.93435704855552	-2.95471160573755	-3.00035391971299	-3.03397556231265	-3.17502024300424	-3.06584088910815	-3.24432829784396	-3.02830867377723	-3.20022629341549	-2.97688151971997	-2.97415402079973	-2.95458983808895	-3.03966998596796	-2.98220200084216	-3.01718933473067	-3.08344320606791	-3.20716152634417	-2.87835422478822	-2.97813124056388	-3.35052493077834	-2.92029930524875	-3.00648087983756	-3.07745105536845	-2.96684492109854	-3.14033010479967	-2.97141581392599	-2.89893522724655	-3.18597257446138	-3.13727129356743	-3.07251807997062	-3.1547055048919	-3.12921238764485	-3.11736443488452	-3.17949913793196	-3.15393069854552	-3.03415606207392	-3.02866869314355	-2.96878058640633	-2.95317107041822	-3.02060402452864	-2.93588313597509	-3.0860096144229	-3.1511056477705	-3.11701589729037	-2.94649566636093	-2.97657481739789	-3.06137317654727	-3.23593936671072	-3.06774276308194	-2.91683980954473	-3.0095458483175	-3.2560435729914	-2.9586295196806	-3.09676759794554	-2.9648752624987	-2.89909378002708	-3.00071155828067	-3.03400857473315	-2.87923321353379	-3.16937572803522	-2.95048424804291	-3.03884267457153	-2.90074337953616	-2.92719974161418	-2.86810635085473	-2.87002429028077	-2.84431454708207	-2.94015143412584	-2.98388333704423	-2.93404514816384	-3.06729335908368	-2.94982256805242	-3.10165327541459	-2.99938880738981	-3.01197720510569	-2.98305699019003	-3.05731286932067	-3.1085257881921	-2.95952415200803	-2.92444605271243	-2.9855656522318	-3.03189221559322	-2.94344350678135	-3.19880028864168	-3.08524001405516	-2.9530124268867	-3.08515953822024	-2.97390593999376	-2.91236222801606	-3.06126340939679	-3.1204048035198	-2.95479206615134	-3.11473878711577	-2.95713884468095	-3.07419379936287	-2.95925261804943	-3.17112882532122	-3.05138508393887	-2.99918184753875	-3.2024163160342	-3.02068481507454	-3.20248714152266	-2.99849478123929	-3.167683061929	-3.08548267482549	-2.92760128068499	-3.12133290981676	-2.88236993472551	-3.08929570859473	-3.04775180609827	-3.32915521090633	-2.84867630906617	-3.06252267781961	-3.15931307320195	-3.2034249208133	-3.10435264690805	-3.13718774742758	-3.06206047915951	-3.38241564448668	-3.08889047838521	-3.01826840161611	-3.08676666503396	-3.16290558135318	-2.97466670055969	-2.89917846807421	-2.98094147436386	-3.00494387121976	-3.11614366022548	-2.96888671644218	-3.07884759365314	-3.0898925118413	-2.9113794083177	-3.17393807752653	-3.02713759202497	-3.11886668444083	-2.94134570356773	-3.00402681576227	-3.04575376898532	-2.934914730689	-2.88493509546787	-2.96587049533208	-3.10876450217765	-3.19527825799136	-2.85042630727647	-2.82845892890183	-2.98315678957985	-3.00946820803707	-3.01229851738899	-3.21017877867506	-3.10259388746967	-3.12143776219145	-2.9928249254716	-3.03304309860373	-3.2371943200843	-3.36474878415307	-2.89803351252581	-3.03554918741527	-2.96473340000361	-3.03993413653771	-2.96395715390081	-2.99649539225581	-3.01064163719412	-3.16992464172461	-3.00671636323722	-2.94346965602499	-2.97771624146749	-2.94425731023325	-3.07116576765468	-3.00759649609455	-3.01305217678577	-2.96272567030943	-2.92225601388344	-3.0498483615502	-3.09935976978208	-3.25777792086433	-2.89394884375037	-2.89437728023597	-3.02348447419944	-3.0479624540526	-3.14036118905352	-2.91279138909186	-2.96729490602232	-2.96537153505754	-3.17594675152065	-3.04562338150278	-3.16526537195813	-2.87976340850103	-3.06421610148185	-3.1218284995813	-3.05386886749909	-3.02966283531928	-3.04753785637543	-2.95150515911147	-2.84181002431913	-2.97410583283984	-3.21552935799638	-3.07892021760315
"cellularity"	"Median"	-3.320663	-3.2003015	-3.1296885	-2.8970755	-2.74429	-3.221413	-3.1370365	-3.367912	-2.9047145	-3.287688	-3.234389	-3.1316175	-3.168054	-3.18497275	-3.0890205	-3.2366615	-3.080084	-3.0836805	-3.379847	-3.0140995	-2.8192135	-3.1202435	-3.080084	-3.039017	-3.1430135	-3.491427	-2.920122	-3.010723	-3.15244	-3.054995	-3.2193215	-3.2545465	-3.0657655	-3.1409775	-3.0443425	-3.5297455	-3.087248	-3.133538	-3.1563965	-3.056713	-3.1110935	-3.30005	-3.1129385	-3.259114	-3.1563965	-3.1448845	-3.1486015	-3.194097	-3.320663	-3.0586145	-3.0746325	-3.114777	-3.1982435	-3.0909615	-3.087248	-2.957127	-2.957127	-2.9715075	-3.0372265	-3.105509	-3.2500525	-3.177968	-3.024895	-3.35631	-3.1296885	-3.0053935	-2.984076	-3.1258055	-2.969881	-3.0692975	-3.054995	-2.9515795	-3.212985	-3.3708805	-2.968015	-2.9219455	-3.1409775	-3.001733	-3.3921665	-3.0213945	-3.0159865	-3.0746325	-3.49348325	-3.13616375	-2.9876655	-3.3285815	-3.1296885	-3.221413	-3.1202435	-3.1583615	-3.094645	-2.9858745	-3.1184295	-3.475594	-2.968015	-3.3953235	-3.166133	-3.1448845	-3.2925865	-3.35631	-2.9715075	-2.9084835	-3.114777	-3.1409775	-3.092895	-3.10924	-3.0178665	-3.2065545	-3.063895	-3.0586145	-2.9552055	-3.2234945	-3.2478495	-2.994756	-3.0443425	-3.389075	-3.04882775	-3.1409775	-3.5386935	-3.010723	-3.1642025	-2.9768075	-3.1129385	-3.0053935	-3.1110935	-3.784169	-3.5386935	-3.114777	-3.26623	-2.9858745	-3.0140995	-3.063895	-3.1430135	-3.331324	-3.1486015	-3.373829	-3.138933	-3.4717275	-3.0909615	-3.030194	-3.0532695	-3.0963875	-3.062205	-3.1409775	-3.204526	-3.3339485	-2.942503	-3.0981235	-3.9471925	-2.992994	-3.138933	-3.210852	-3.0605075	-3.2431605	-3.056713	-2.9552055	-3.3422235	-3.3339485	-3.1448845	-3.2732315	-3.3366575	-3.2151075	-3.3153385	-3.2522445	-3.105509	-3.1563965	-3.049798	-3.0728	-3.101918	-3.0034595	-3.2151075	-3.263871	-3.2779515	-3.0320125	-3.1277515	-3.1430135	-3.411448	-3.1982435	-2.9604695	-3.1583615	-3.582226	-3.0515375	-3.2172195	-3.0728	-2.9876655	-3.0692975	-3.10924	-2.9623685	-3.2852175	-3.0213945	-3.15244	-2.969881	-2.9876655	-2.994756	-2.9498765	-2.9385185	-3.0338245	-3.0764575	-3.0124145	-3.27091	-3.0532695	-3.202487	-3.116607	-3.1799815	-3.101918	-3.1859655	-3.2478495	-3.040799	-2.991225	-3.0338245	-3.160167	-3.0034595	-3.398544	-3.154423	-3.030194	-3.2065545	-3.039017	-2.964259	-3.166133	-3.2522445	-3.0140995	-3.2193215	-3.0478575	-3.210852	-3.0195305	-3.4181325	-3.1222145	-3.0981235	-3.637029	-3.1000245	-3.751762	-3.081886	-3.320663	-3.6254575	-3.039017	-3.2975395	-2.929418	-3.1701135	-3.10924	-3.520871	-2.9084835	-3.1409775	-3.307708	-3.3339485	-3.194097	-3.26623	-3.1563965	-4.2132485	-3.2065545	-3.1129385	-3.3829145	-3.3153385	-3.049798	-2.978636	-3.054995	-3.0890205	-3.2278855	-3.0515375	-3.2065545	-3.192148	-2.9876655	-3.8679665	-3.101918	-3.204526	-3.0159865	-3.087248	-3.14767425	-3.056713	-2.958802	-3.0478575	-3.2278855	-3.27091	-2.8948685	-2.870987	-3.040799	-3.0657655	-3.107379	-3.721672	-3.1900495	-3.2172195	-3.040799	-3.103632	-3.404916	-3.48344	-2.940515	-3.103632	-3.0425745	-3.138933	-3.0265325	-3.1258055	-3.0909615	-3.307708	-3.085468	-3.0053935	-3.0515375	-3.0443425	-3.138933	-3.085468	-3.094645	-3.0532695	-2.974971	-3.1277515	-3.2925865	-3.6489345	-2.9532755	-2.9385185	-3.1370365	-3.138933	-3.263871	-2.957127	-3.0532695	-3.0320125	-3.3102665	-3.107379	-3.295015	-2.920122	-3.1504485	-3.2925865	-3.116607	-3.107379	-3.1316175	-3.0232515	-2.883092	-3.024895	-3.3829145	-3.192148
"cellularity"	"Inter_Quartile_Range"	0.584334	0.357683499999999	0.485385	0.267041	0.3198975	0.482023	0.406433499999999	0.31659	0.3712415	0.44222	0.3801445	0.4147385	0.379049	0.6286185	0.3882035	0.371527	0.4006355	0.384562	0.384991499999999	0.6473185	0.417556	0.5486235	0.665905	0.618655	0.482354	0.841177	0.3974755	0.5817445	0.470933	0.4298245	0.363115	0.644843	0.323171	0.7093835	0.4138395	0.935621	0.400464	0.5253945	0.422958	0.562723	0.686331	0.961732	0.436873	0.6443215	0.4543335	0.516751500000001	0.4195455	0.5902965	0.6674055	0.486715	0.394442	0.370632	0.416043	0.448471	0.608999	0.4444295	0.540841	0.354645	0.422492	0.528356	0.6943615	0.464743875	0.7028875	0.861244999999999	0.408215	0.447822	0.3986525	0.589127	0.393475	0.4579375	0.382497	0.3690955	0.876315	0.8387975	0.5920405	0.414071499999999	0.4683645	0.5913585	0.7170375	0.449641000000001	0.475521000000001	0.393069000000001	1.002644	0.625031	0.459509	0.5610625	0.4507585	0.473469	0.748375	0.5989255	0.4699195	0.315711	0.4476665	0.737512	0.473588	0.467096	0.3377165	0.585757	0.5072825	0.7865605	0.478293	0.449682	0.53804	0.4867285	0.5284475	0.48186	0.4262585	0.483440499999999	0.37297	0.4215995	0.3718315	0.657611	1.089428	0.525803	0.440113	0.6839755	0.6491365	0.464105	0.7319195	0.9579455	0.4260255	0.382786	0.3757165	0.380265	0.646059	1.3722775	0.7436895	0.6372035	0.4488525	0.3395265	0.3378435	0.398165	0.5747845	0.6739515	0.362441	0.4884275	0.457656999999999	0.9535475	0.456264	0.3831765	0.556842	0.343585	0.6768385	0.6471585	0.7912925	0.616304	0.3085745	0.5662665	1.1900335	0.4434345	0.7972325	0.670711	0.476012875	0.507432	0.451731	0.394654	0.5610625	0.61165	0.349014	0.510148	0.756315	0.59892175	0.512734	0.5396515	0.412897	0.690291	0.4302075	0.4700765	0.382021	0.3849095	0.588501	0.463261	0.74030825	0.477121	0.7827245	0.6130125	0.5664935	0.4690625	0.3033415	0.694438	1.0404985	0.463777	0.5701895	0.4364795	0.5949045	0.4841085	0.344702499999999	0.3918835	0.504932	0.375697	0.56725	0.4508155	0.3340945	0.466508	0.4142415	0.4674185	0.42621	0.473312	0.4039915	0.72127675	0.4531895	0.609099	0.608322	0.8309445	0.520189	0.548898	0.58355175	0.373697	0.3176215	0.3447935	0.6237955	0.3876835	0.721297499999999	0.588817	0.4482625	0.6343035	0.342159499999999	0.293725	0.4497105	0.525186	0.3586745	0.445938	0.4602775	0.6222325	0.3543805	0.746684	0.4430825	0.461391125	0.978167000000001	0.5342915	1.3694795	0.425794499999999	0.4514455	1.496696	0.628185	0.7221625	0.381818	0.441325	0.4308055	0.629869999999999	0.357628	0.479614	0.689794	0.516079	0.4422095	0.6655415	0.449467	1.3610095	0.571566	0.416982	0.810244	0.6222425	0.372482	0.414243	0.416701	0.606657	0.4550495	0.440328	0.463522999999999	0.463605	0.337183	1.5670385	0.383189	0.424362	0.369546	0.417338	0.4925635	0.519024	0.3952335	0.398301	0.5520915	0.336732	0.276053	0.3024585	0.3423185	0.3370275	0.385708	1.27458	0.4017425	0.58747	0.327143	0.330394999999999	0.5144865	0.428884875	0.3078965	0.302368	0.399266	0.521059	0.483219	0.46638	0.394062	0.4846405	0.415398	0.5921845	0.484483500000001	0.4952345	0.3517425	0.4947345	0.516229	0.4121505	0.349231	0.370034	0.7828045	1.0873225	0.419829	0.456711	0.77262	0.5386665	0.616922	0.313563	0.440113	0.3325195	0.5043395	0.34956525	0.563955125000001	0.3141405	0.4635255	0.721881	0.349321999999999	0.466166	0.408612	0.3736765	0.328117	0.3396785	0.528691	0.4906005
